Sr No,Fund Name,AmfiCode,Nav Date,Nav,Benchmark Name,Benchmark Value
716,Kotak Equity Opportunities Fund,120158,02-Dec-2015,82.916,Nifty LargeMidcap 250 TRI,4810.91
717,Kotak Equity Opportunities Fund,120158,03-Dec-2015,82.51,Nifty LargeMidcap 250 TRI,4778.51
718,Kotak Equity Opportunities Fund,120158,04-Dec-2015,81.931,Nifty LargeMidcap 250 TRI,4739.67
719,Kotak Equity Opportunities Fund,120158,07-Dec-2015,81.988,Nifty LargeMidcap 250 TRI,4735.87
720,Kotak Equity Opportunities Fund,120158,08-Dec-2015,81.391,Nifty LargeMidcap 250 TRI,4686.93
721,Kotak Equity Opportunities Fund,120158,09-Dec-2015,80.084,Nifty LargeMidcap 250 TRI,4619.59
722,Kotak Equity Opportunities Fund,120158,10-Dec-2015,80.669,Nifty LargeMidcap 250 TRI,4657.92
723,Kotak Equity Opportunities Fund,120158,11-Dec-2015,79.838,Nifty LargeMidcap 250 TRI,4614.64
724,Kotak Equity Opportunities Fund,120158,14-Dec-2015,79.899,Nifty LargeMidcap 250 TRI,4628.79
725,Kotak Equity Opportunities Fund,120158,15-Dec-2015,80.38,Nifty LargeMidcap 250 TRI,4659.25
726,Kotak Equity Opportunities Fund,120158,16-Dec-2015,80.789,Nifty LargeMidcap 250 TRI,4677.14
727,Kotak Equity Opportunities Fund,120158,17-Dec-2015,81.678,Nifty LargeMidcap 250 TRI,4744.72
728,Kotak Equity Opportunities Fund,120158,18-Dec-2015,81.097,Nifty LargeMidcap 250 TRI,4718.52
729,Kotak Equity Opportunities Fund,120158,21-Dec-2015,81.751,Nifty LargeMidcap 250 TRI,4753.92
730,Kotak Equity Opportunities Fund,120158,22-Dec-2015,81.502,Nifty LargeMidcap 250 TRI,4732.86
731,Kotak Equity Opportunities Fund,120158,23-Dec-2015,82.155,Nifty LargeMidcap 250 TRI,4765.11
732,Kotak Equity Opportunities Fund,120158,24-Dec-2015,82.202,Nifty LargeMidcap 250 TRI,4776.53
733,Kotak Equity Opportunities Fund,120158,28-Dec-2015,82.758,Nifty LargeMidcap 250 TRI,4805.15
734,Kotak Equity Opportunities Fund,120158,29-Dec-2015,82.9,Nifty LargeMidcap 250 TRI,4809.71
735,Kotak Equity Opportunities Fund,120158,30-Dec-2015,82.619,Nifty LargeMidcap 250 TRI,4803.22
736,Kotak Equity Opportunities Fund,120158,31-Dec-2015,83.008,Nifty LargeMidcap 250 TRI,4830
737,Kotak Equity Opportunities Fund,120158,01-Jan-2016,83.532,Nifty LargeMidcap 250 TRI,4861.8
738,Kotak Equity Opportunities Fund,120158,04-Jan-2016,82.07,Nifty LargeMidcap 250 TRI,4789.23
739,Kotak Equity Opportunities Fund,120158,05-Jan-2016,82.081,Nifty LargeMidcap 250 TRI,4804.56
740,Kotak Equity Opportunities Fund,120158,06-Jan-2016,81.978,Nifty LargeMidcap 250 TRI,4785.2
741,Kotak Equity Opportunities Fund,120158,07-Jan-2016,79.942,Nifty LargeMidcap 250 TRI,4668.49
742,Kotak Equity Opportunities Fund,120158,08-Jan-2016,80.524,Nifty LargeMidcap 250 TRI,4707.84
743,Kotak Equity Opportunities Fund,120158,11-Jan-2016,80.01,Nifty LargeMidcap 250 TRI,4680.49
744,Kotak Equity Opportunities Fund,120158,12-Jan-2016,79.287,Nifty LargeMidcap 250 TRI,4641.87
745,Kotak Equity Opportunities Fund,120158,13-Jan-2016,79.224,Nifty LargeMidcap 250 TRI,4631.14
746,Kotak Equity Opportunities Fund,120158,14-Jan-2016,78.683,Nifty LargeMidcap 250 TRI,4590.03
747,Kotak Equity Opportunities Fund,120158,15-Jan-2016,77.38,Nifty LargeMidcap 250 TRI,4488.84
748,Kotak Equity Opportunities Fund,120158,18-Jan-2016,75.776,Nifty LargeMidcap 250 TRI,4386.23
749,Kotak Equity Opportunities Fund,120158,19-Jan-2016,76.609,Nifty LargeMidcap 250 TRI,4445.96
750,Kotak Equity Opportunities Fund,120158,20-Jan-2016,75.196,Nifty LargeMidcap 250 TRI,4364.71
751,Kotak Equity Opportunities Fund,120158,21-Jan-2016,75.254,Nifty LargeMidcap 250 TRI,4359.72
752,Kotak Equity Opportunities Fund,120158,22-Jan-2016,76.803,Nifty LargeMidcap 250 TRI,4448.33
753,Kotak Equity Opportunities Fund,120158,25-Jan-2016,76.952,Nifty LargeMidcap 250 TRI,4464.86
754,Kotak Equity Opportunities Fund,120158,27-Jan-2016,77.114,Nifty LargeMidcap 250 TRI,4475.89
755,Kotak Equity Opportunities Fund,120158,28-Jan-2016,76.881,Nifty LargeMidcap 250 TRI,4466.28
756,Kotak Equity Opportunities Fund,120158,29-Jan-2016,77.863,Nifty LargeMidcap 250 TRI,4534.97
757,Kotak Equity Opportunities Fund,120158,01-Feb-2016,77.917,Nifty LargeMidcap 250 TRI,4537.87
758,Kotak Equity Opportunities Fund,120158,02-Feb-2016,76.692,Nifty LargeMidcap 250 TRI,4481.95
759,Kotak Equity Opportunities Fund,120158,03-Feb-2016,75.948,Nifty LargeMidcap 250 TRI,4408.88
760,Kotak Equity Opportunities Fund,120158,04-Feb-2016,76.068,Nifty LargeMidcap 250 TRI,4410.22
761,Kotak Equity Opportunities Fund,120158,05-Feb-2016,77.018,Nifty LargeMidcap 250 TRI,4474.58
762,Kotak Equity Opportunities Fund,120158,08-Feb-2016,76.492,Nifty LargeMidcap 250 TRI,4446.18
763,Kotak Equity Opportunities Fund,120158,09-Feb-2016,75.272,Nifty LargeMidcap 250 TRI,4386.04
764,Kotak Equity Opportunities Fund,120158,10-Feb-2016,74.62,Nifty LargeMidcap 250 TRI,4335.24
765,Kotak Equity Opportunities Fund,120158,11-Feb-2016,72.473,Nifty LargeMidcap 250 TRI,4177.11
766,Kotak Equity Opportunities Fund,120158,12-Feb-2016,72.025,Nifty LargeMidcap 250 TRI,4159.17
767,Kotak Equity Opportunities Fund,120158,15-Feb-2016,74.393,Nifty LargeMidcap 250 TRI,4286.13
768,Kotak Equity Opportunities Fund,120158,16-Feb-2016,73.064,Nifty LargeMidcap 250 TRI,4201.12
769,Kotak Equity Opportunities Fund,120158,17-Feb-2016,73.582,Nifty LargeMidcap 250 TRI,4228.18
770,Kotak Equity Opportunities Fund,120158,18-Feb-2016,74.451,Nifty LargeMidcap 250 TRI,4263.45
771,Kotak Equity Opportunities Fund,120158,19-Feb-2016,74.3,Nifty LargeMidcap 250 TRI,4270.02
772,Kotak Equity Opportunities Fund,120158,22-Feb-2016,74.588,Nifty LargeMidcap 250 TRI,4285.6
773,Kotak Equity Opportunities Fund,120158,23-Feb-2016,73.479,Nifty LargeMidcap 250 TRI,4228.08
774,Kotak Equity Opportunities Fund,120158,24-Feb-2016,72.629,Nifty LargeMidcap 250 TRI,4184.95
775,Kotak Equity Opportunities Fund,120158,25-Feb-2016,71.877,Nifty LargeMidcap 250 TRI,4145.09
776,Kotak Equity Opportunities Fund,120158,26-Feb-2016,72.217,Nifty LargeMidcap 250 TRI,4158.44
777,Kotak Equity Opportunities Fund,120158,29-Feb-2016,71.997,Nifty LargeMidcap 250 TRI,4149.62
778,Kotak Equity Opportunities Fund,120158,01-Mar-2016,74.417,Nifty LargeMidcap 250 TRI,4275.82
779,Kotak Equity Opportunities Fund,120158,02-Mar-2016,76.005,Nifty LargeMidcap 250 TRI,4359.24
780,Kotak Equity Opportunities Fund,120158,03-Mar-2016,76.636,Nifty LargeMidcap 250 TRI,4414.36
781,Kotak Equity Opportunities Fund,120158,04-Mar-2016,76.89,Nifty LargeMidcap 250 TRI,4436.44
782,Kotak Equity Opportunities Fund,120158,08-Mar-2016,76.549,Nifty LargeMidcap 250 TRI,4439.44
783,Kotak Equity Opportunities Fund,120158,09-Mar-2016,77.055,Nifty LargeMidcap 250 TRI,4457.53
784,Kotak Equity Opportunities Fund,120158,10-Mar-2016,76.722,Nifty LargeMidcap 250 TRI,4439.99
785,Kotak Equity Opportunities Fund,120158,11-Mar-2016,76.846,Nifty LargeMidcap 250 TRI,4445.7
